authority_id,community
125,Wurzach
125,Zacking
125,Zaglach
125,Zain
125,Zainach
125,Zaisering
125,Zaißberg
125,Zankel
125,Zeil
125,Zeisach
125,Zell
125,Zellbach
125,Zellboden
125,Zellerreit
125,Ziegelberg
125,Ziegelreuth
125,Ziellechen
125,Zillham
125,Zimmerau
125,Zoß
125,Zossöd
125,Zuhr
125,Zum Winterblöcker
125,Zunham
125,Zweckstätt
126,Allmannshausen
126,Andechs
126,Argelsried
126,Arzla
126,Aschering
126,Assenhausen
126,Aufhausen
126,Aufkirchen
126,Auing
126,Bachern a.Wörthsee
126,Bachhausen
126,Berg
126,Biberkor
126,Breitbrunn a.Ammersee
126,Buch a.Ammersee
126,Buchendorf
126,Buchhof
126,Deixlfurt
126,Delling
126,Diemendorf
126,Drößling
126,Einbettl
126,Ellwang
126,Erling
126,Ettenhofen
126,Etterschlag
126,Farchach
126,Feldafing
126,Fercha
126,Frieding
126,Frohnloh
126,Garatshausen
126,Gauting
126,Geisenbrunn
126,Gilching
126,Grubmühl
126,Grünsink
126,Güntering
126,Hadorf
126,Hanfeld
126,Harkirchen
126,Hausen
126,Hechendorf a.Pilsensee
126,Heimathshausen
126,Herrsching a. Ammersee
126,Herrsching a.Ammersee
126,Hochstadt
126,Höhenrain
126,Hüll
126,Inning a. Ammersee
126,Inning a.Ammersee
126,Jägersbrunn
126,Kampberg
126,Kempfenhausen
126,Königswiesen
126,Krailling
126,Landstetten
126,Leoni
126,Leutstetten
126,Lochschwab
126,Machtlfing
126,Maising
126,Mamhofen
126,Martinsholzen
126,Meiling
126,Mischenried
126,Mitterwies
126,Monatshausen
126,Mörlbach
126,Mühlfeld
126,Mühlthal
126,Neugilching
126,Neuhochstadt
126,Neuseeheim
126,Niederpöcking
126,Oberalting
126,Oberbrunn
126,Oberdill
126,Oberpfaffenhofen
126,Obertraubing
126,Oberwies
126,Oberzeismering
126,Pentenried
126,Percha
126,Perchting
126,Petersbrunn
126,Pöcking
126,Possenhofen
126,Rausch
126,Reismühl
126,Ried
126,Rieden
126,Rößlberg
126,Rothenfeld
126,Rottenried
126,Sankt Gilgen
126,Schlagenhofen
126,Schluifeld
126,Schluisee
126,Schorn
126,Schwaige
126,Seefeld
126,Seewiesen
126,Sibichhausen
126,Söcking
126,Sonnau
126,Starnberg
126,Starnberger See
126,Stegen
126,Steinebach a.Wörthsee
126,Steinlach
126,Stockdorf
126,Talhof
126,Tiefenbrunn
126,Traubing
126,Tutzing
126,Unering
126,Unterbrunn
126,Unterschorn
126,Unterzeismering
126,Walchstadt
126,Waldbrunn
126,Waldhof
126,Wangen
126,Wartaweil
126,Wasach
126,Weichselbaum
126,Weßling
126,Widdersberg
126,Wieling
126,Wiesmath
126,Wildmoos
126,Wörth (Roseninsel)
126,Wörthsee
127,Aberg
127,Abfalter
127,Abstreit
127,Abtenham
127,Achberg
127,Adersberg
127,Adlgaß
127,Adlgastag
127,Adlmoos
127,Agg
127,Aglassing
127,Aich
127,Aichbauer
127,Aichberg
127,Aicher
127,Aicher a.Kaindl
127,Aichmühle
127,Aichwies
127,Aigen
127,Aiging
127,Aigl
127,Aiglsham
127,Aign
127,Aigner
127,Aignsee
127,Aikerting
127,Aindorf
127,Albern
127,Albertaich
127,Alferting
127,Allerding
127,Allerfing
127,Allersing
127,Allerting
127,Allertsham
127,Allmoning
127,Alm
127,Almau
127,Almfischer
127,Alperting
127,Altenham
127,Altenmarkt a.d. Alz
127,Altenmarkt a.d.Alz
127,Altenöd
127,Alterfing
127,Altersham
127,Altfeichten
127,Altofing
127,Altweg
127,Alzing
127,Ammerberg
127,Amselgraben
127,Andrichstadt
127,Anger
127,Angerling
127,Angerpoint
127,Anning
127,Anthal
127,Apperting
127,Apping
127,Arbeiter
127,Arfling
127,Aring
127,Arlaching
127,Arleting
127,Armutsham
127,Asbach
127,Aschenau
127,Aspertsham
127,Assing
127,Asten
127,Attenberg
127,Attenhub
127,Attenmoos
127,Au
127,Aufham
127,Auli
127,Aumann
127,Aumühle
127,Ausang
127,Außerlohen
127,Außerperl
127,Autschachen
127,Avenhausen
127,Axdorf
127,Axtberg
127,Axtham
127,Bach
127,Bacherwinkl
127,Bachham
127,Bachmann
127,Bad Adelholzen
127,Baderpoint
127,Bahnhof
127,Balghub
127,Balsberg
127,Bandsham
127,Bankl
127,Bannmühle
127,Barmbichl
127,Bärngschwendt
127,Baumburg
127,Baumgarten
127,Baumham
127,Bauschberg
127,Bayern
127,Beharting
127,Benetsham
127,Bennoberg
127,Berg
127,Bergen
127,Bergham
127,Berghäng
127,Bergmann
127,Bergwiesen
127,Bermoos
127,Bernbichl
127,Bernhaiming
127,Bernhaupten
127,Bernöd
127,Bernreut
127,Bibelöd
127,Biburg
127,Bicheln
127,Bichl
127,Biebing
127,Biering
127,Bildhauer
127,Billing
127,Birn
127,Birnbach
127,Birner
127,Blabsreit
127,Blankenberg
127,Blicken
127,Blindau
127,Blindenau
127,Bock
127,Boden
127,Bojern
127,Brand
127,Brandhofen
127,Brandhub
127,Brandl
127,Brandlberg
127,Brandstätt
127,Brandstätter
127,Bräuhausen
127,Breitenloh
127,Breitmoos
127,Breitreit
127,Breitwies
127,Brem
127,Bretterleiten
127,Brodeich
127,Bromberg
127,Brucklehen
127,Brünhausen
127,Brunn
127,Brünning
127,Brunnstadt
127,Buch
127,Buchberg
127,Buchbichl
127,Bucheck
127,Buchen
127,Buchet
127,Buchfelln
127,Büchling
127,Buchöster
127,Buchreit
127,Buchwies
127,Buchwinkel
127,Burg
127,Burgberg
127,Burgeralm
127,Burgham
127,Burghartsöd
127,Bürghub
127,Burgstall
127,Castrum
127,Chieming
127,Chiemseemoos
127,Coloman
127,Dafeicht
127,Damberg
127,Damm
127,Dandlberg
127,Dankerting
127,Daxbach
127,Daxberg
127,Daxenberg
127,Daxerau
127,Daxlberg
127,Degernfeld
127,Deinting
127,Deisenberg
127,Deisenham
127,Deisensee
127,Dicking
127,Dieding
127,Dieperting
127,Diepertsham
127,Diepling
127,Diepoldsberg
127,Diepoltstatt
127,Diesenbach
127,Dietwies
127,Dillsperg
127,Dirnreit
127,Dobel
127,Dobelgraben
127,Döging
127,Donau
127,Donser
127,Dopplmühl
127,Dorf
127,Dorfen
127,Dorfreit
127,Dornbach
127,Duft
127,Dunstenstein
127,Dunsting
127,Durchschlacht
127,Dürnberg
127,Eben
127,Eberding
127,Ebering
127,Eberting
127,Ebing
127,Eck
127,Eckering
127,Ecking
127,Ed
127,Eden
127,Edenhub
127,Edenreit
127,Eder a.d.Mörn
127,Edling
127,Egerdach
127,Egerer
127,Egerndach
127,Egg
127,Eggerding
127,Eging
127,Eglhart
127,Eglsee
127,Eibl
127,Eichau
127,Eichberghof
127,Einham
127,Einharting
127,Einöd
127,Einsiedl
127,Eisenärzt
127,Eisenberg
127,Eiting
127,Eizing
127,Ellham
127,Elsenloh
127,Embach
127,Emertsham
127,Emmer
127,Emperbichl
127,Empfing
127,Endsee
127,Engelberned
127,Engelsberg
127,Engelschalling
127,Engelstein
127,Engering
127,Engertsham
127,Englmeier
127,Enhub
127,Enichham
127,Entfelden
127,Entlehen
127,Enzelsberg
127,Enzersdorf
127,Eppenstatt
127,Epping
127,Erlach
127,Erlberg
127,Erlstätt
127,Esbach
127,Esbaum
127,Eschelbach
127,Eschenau
127,Eßbaum
127,Esterer
127,Ettenau
127,Ettendorf
127,Ettenhausen
127,Etzberg
127,Fachendorf
127,Fahrnpoint
127,Falkenbuch
127,Falting
127,Fantenberg
127,Farnbichl
127,Fasanenjäger
127,Fegl
127,Fehling
127,Feichten
127,Feilenreit
127,Feiler
127,Feldhub
127,Feldmühle
127,Feldwies
127,Fellern
127,Felln
127,Fembach
127,Fern
127,Fernbichl
127,Fernbromberg
127,Fernhub
127,Filzhäusl
127,Filzschuster
127,Filzweber
127,Fischenberg
127,Fisching
127,Flecking
127,Fliegeneck
127,Flötzing
127,Förgenthal
127,Forst
127,Forstau
127,Forsting
127,Frabertsham
127,Frauenhurt
127,Frauenstätt
127,Freimann
127,Freiweidach
127,Fremdling
127,Frenthal
127,Freutsmoos
127,Fridolfing
127,Fritz am Sand
127,Fritzenweng
127,Frohnholzen
127,Froschham
127,Frühling
127,Fuchsau
127,Fuchsreit
127,Fuchsreut
127,Fuchswiese
127,Füging
127,Fürst
127,Fürstenberg
127,Furt
127,Furth
127,Furthmühle
127,Furtmühl
127,Gaden
127,Gailhausen
127,Gainharting
127,Galgenpoint
127,Gallenbach
127,Gallertsham
127,Gänsberg
127,Gansfelden
127,Garbmühle
127,Garsch
127,Garscham
127,Garting
127,Gaßberg
127,Gassen
127,Gastag
127,Gastätt
127,Gasteig
127,Gattenham
127,Gatterhub
127,Gauing
127,Geiern
127,Geiersberg
127,Geiersnest
127,Geiger
127,Geiselfing
127,Geiselprechting
127,Geisenhausen
127,Geismühle
127,Geißing
127,Genetsham
127,Gengham
127,Gepping
127,Gerading
127,Gerating
127,Gerharding
127,Gerhartsreit
127,Gessenberg
127,Gessenhausen
127,Gierling
127,Gießen
127,Gießmühle
127,Gigling
127,Gilling
127,Ginzing
127,Gitzen
127,Glatzenberg
127,Gloneck
127,Glött
127,Gnaig
127,Goldberg
127,Götzberg
127,Götzing
127,Graben
127,Grabenstätt
127,Grafenanger
127,Grafetstetten
127,Grafing
127,Grafischen
127,Gramelberg
127,Gramsam
127,Gränzmühle
127,Grashof
127,Grasreit
127,Grassach
127,Grassau
127,Greinach
127,Greinachtal
127,Greiner
127,Grendach
127,Gries
127,Grießenbach
127,Grilleck
127,Grilling
127,Gröben
127,Groissenbach
127,Großbergham
127,Grössenberg
127,Größing
127,Großmühlthal
127,Großornach
127,Großreut
127,Großscherzhausen
127,Großschwarz
127,Grub
127,Grund
127,Grünreit
127,Grünweg
127,Gruttau
127,Gschwall
127,Gschwendt
127,Gstatt
127,Guggenberg
127,Guggenbichl
127,Guglberg
127,Gumpertsham
127,Gunerfing
127,Günzelham
127,Gunzenberg
127,Güßhübel
127,Gutharting
127,Guttenhof
127,Guxhausen
127,Haag
127,Habam
127,Hachau
127,Hachsenöst
127,Hacklau
127,Hafing
127,Hagenau
127,Hahnbaum
127,Haider
127,Haiming
127,Hainach
127,Hainham
127,Hainz am See
127,Haistrach
127,Haitzing
127,Halböd
127,Hallabruck
127,Hallaich
127,Halmberg
127,Hammer
127,Hammerloh
127,Handler
127,Hängthal
127,Harmannschlag
127,Harmoning
127,Harpfetsham
127,Harpfing
127,Harrer
127,Hart
127,Hartmann
127,Haselreit
127,Hasenbichl
127,Haseneck
127,Haslach
127,Haslau
127,Hasling
127,Haslreit
127,Hasperting
127,Haßlberg
127,Haßmoning
127,Haunerting
127,Haus
127,Hausen
127,Hauser
127,Häusern
127,Hausleiten
127,Hausmann
127,Hausmoning
127,Hausstätt
127,Hautzenbichl
127,Hechenberg
127,Hehenberg
127,Heigermoos
127,Heilegart
127,Heilham
127,Heiligkreuz
127,Heimhilgen
127,Heiming
127,Heinrichsberg
127,Heinrichsdorf
127,Heinrichwinkel
127,Heißanger
127,Hellmannsberg
127,Helm
127,Helmberg
127,Helming
127,Henhub
127,Hennhart
127,Henning
127,Hennthal
127,Herbsdorf
127,Heretsham
127,Hermann i.d.Steinau
127,Hermannstetten
127,Herndling
127,Herrneich
127,Herrnöd
127,Herzog i.Feld
127,Hiensdorf
127,Hierankl
127,Hilleck
127,Hilling
127,Hilzham
127,Hilzing
127,Himmelreich
127,Hindling
127,Hinterbichl
127,Hinterbuch
127,Hinterdorfen
127,Hintergesselberg
127,Hinterhofen
127,Hinterhöhenwald
127,Hinterleiten
127,Hinterpoint
127,Hinterreit
127,Hinterwelln
127,Hinterwies
127,Hinterwössen
127,Hinzing
127,Hipflham
127,Hirschau
127,Hirschbuch
127,Hirschhalm
127,Hirschham
127,Hirschpoint
127,Hirschreit
127,Höberich
127,Höbering
127,Hochberg
127,Hochbruck
127,Hocherbalm
127,Hocherlach
127,Hochfeld
127,Hochhaus
127,Hochholzen
127,Hochöd
127,Hochreit
127,Hochschatzen
127,Hochwies
127,Hof
127,Höfen
127,Hofstätt
127,Hofstett
127,Hoggen
127,Höhe
127,Höhenberg
127,Hohenbergham
127,Hohenester
127,Höhenmark
127,Höhenreit
127,Höhenstetten
127,Höll
127,Höllhaslach
127,Höllthal
127,Holneich
127,Holnstein
127,Holzbrunn
127,Holzeck
127,Holzen
127,Holzenhilgen
127,Holzhausen
127,Holzhäusl
127,Holzleiten
127,Holzmann
127,Holzreit
127,Holzschnell
127,Holzweber
127,Honau
127,Höpfling
127,Höpperding
127,Hör
127,Hörgassing
127,Hörgering
127,Höring
127,Hörmetsham
127,Horn
127,Hornis
127,Hörpolding
127,Hörzing
127,Hub
127,Hucking
127,Hufschlag
127,Humhausen
127,Hundsöd
127,Hungerhub
127,Hurt
127,Hurtöst
127,Hütt
127,Hüttenau
127,Hutterer
127,Hütting
127,Hutzenau
127,Igelsbach
127,Ilzham
127,Infang
127,Inhausen
127,Innerlohen
127,Inzell
127,Inzing
127,Iring
127,Irlach
127,Irlbach
127,Irlham
127,Irling
127,Irlpoint
127,Irschenham
127,Irsing
127,Ischl
127,Ising
127,Jackhub
127,Jahn
127,Jakobspoint
127,Jegling
127,Jepolding
127,Jettenleiten
127,Kafterbaum
127,Kagern
127,Kagreit
127,Kaholz
127,Kainau
127,Kainhub
127,Kainrading
127,Kainz
127,Kalkgrub
127,Kalsperg
127,Kaltbrunn
127,Kaltenbach
127,Kaltenbrunn
127,Kamhub
127,Kammer
127,Kammering
127,Kamping
127,Kapell
127,Kappeln
127,Kaps
127,Karlachöd
127,Karlswerk
127,Käs
127,Katzwalchen
127,Kay
127,Kehrer
127,Kehrerbinder
127,Keitl
127,Kelchham
127,Kendling
127,Kettenberg
127,Kienau
127,Kienberg
127,Kirchanschöring
127,Kirchberg
127,Kirchhalling
127,Kirchheim
127,Kirchhof
127,Kirchholz
127,Kirchleiten
127,Kirchstätt
127,Kirchstein
127,Kirschner
127,Kitzbichl
127,Kitzenthal
127,Kitzler
127,Klaffeln
127,Klaffmühle
127,Klaus
127,Klebham
127,Kleeham
127,Kleinbergham
127,Kleineich
127,Kleinholzmann
127,Kleinornach
127,Kleinreuth
127,Kleinscherzhausen
127,Kleinschwarz
127,Klosterseeon
127,Klugham
127,Knappen
127,Knappenfeld
127,Knesing
127,Knogl
127,Kobeln
127,Köbeln
127,Kobl
127,Kohlbichl
127,Kohlbrenn
127,Kohlbrenner
127,Köhldorf
127,Kohlgrub
127,Kohlstadt
127,Kolbing
127,Kolomann
127,Königswiesen
127,Köpfelsberg
127,Koppelstadt
127,Kothaich
127,Kothöd
127,Kotzing
127,Kötzing
127,Kraimoos
127,Kranawitt
127,Kratzberg
127,Kratzbichl
127,Krautenbach
127,Krautenberg
127,Kraxenest
127,Kreidlberg
127,Kreuzfeld
127,Kreuzstraße
127,Kronacker
127,Kronberg
127,Kroneck
127,Kronest
127,Kronwitt
127,Krötzing
127,Kruchenhausen
127,Krutzling
127,Kucheln
127,Kugelthal
127,Kühberg
127,Kühleiten
127,Kühnhausen
127,Kumberg
127,Kumbergöd
127,Künering
127,Kutterau
127,Laab
127,Labenbach
127,Labering
127,Lacken
127,Lackenbach
127,Lahr
127,Lahröster
127,Laimgrub
127,Laiming
127,Lambach
127,Lampertsham
127,Lampoding
127,Landerhausen
127,Landertsham
127,Langenspach
127,Längersöd
127,Langesöd
127,Langmoos
127,Langwied
127,Lanzing
127,Lappen
127,Laubau
127,Laufenau
127,Laufing
127,Lauter
127,Lebenau
127,Lechau
127,Ledern
127,Lehen
127,Lehen in Surberg
127,Leiderting
127,Leiharting
127,Leiten
127,Leitgering
127,Lemperholzen
127,Lendbichl
127,Lenglach
127,Lengloh
127,Lenthal
127,Leopoldsberg
127,Lerchen
127,Lettengruben
127,Lichteneck
127,Liebharten
127,Liedering
127,Lieseich
127,Limberg
127,Lindach
127,Linden
127,Lindenhub
127,Lindl
127,Linerding
127,Litzelau
127,Litzlwalchen
127,Lixen
127,Lobing
127,Lochen
127,Lochenhäusl
127,Loh
127,Lohen
127,Lohhäusl
127,Lohmann
127,Lohschuster
127,Losbichl
127,Lufersöd
127,Luft
127,Lüfteneck
127,Lug
127,Luging
127,Lupperting
127,Machesöd
127,Madreut
127,Magdpoint
127,Mahd
127,Maiergschwendt
127,Maierhof
127,Maiering
127,Maierlreith
127,Maierstetten
127,Mais
127,Maisenberg
127,Maisham
127,Malberting
127,Mallerting
127,Mandlberg
127,Manetsberg
127,Manholding
127,Mantelsham
127,Manzenberg
127,Manzing
127,Marberloh
127,Maria-Eck
127,Marquartstein
127,Marwang
127,Massing
127,Massingmühle
127,Matzing
127,Mauer
127,Mauerham
127,Mauerlohen
127,Mauern
127,Mauerriedl
127,Maurach
127,Mayerhofen
127,Meggenthal
127,Meisau
127,Meising
127,Mettenham
127,Miesenböck
127,Miesweidach
127,Mietenkam
127,Milzham
127,Mitterbichl
127,Mittereich
127,Mitterfelden
127,Mittermühle
127,Mitterpirach
127,Mitterroidham
127,Mitterwegen
127,Mögling
127,Mögstetten
127,Molbaum
127,Molberting
127,Mollstätten
127,Mönchspoint
127,Moos
127,Moosburg
127,Moosen
127,Moosham
127,Mooshäuser
127,Mooshäusl
127,Moosmühl
127,Moosmühle
127,Moospoint
127,Moosreuth
127,Mooswinkeln
127,Moritz
127,Mörn
127,Mörnberg
127,Mosen
127,Mühlau
127,Mühlbach
127,Mühlberg
127,Mühlen
127,Mühlham
127,Mühlhausen
127,Mühlthal
127,Mühlwinkl
127,Münichham
127,Murschall
127,Musbach
127,Mussen
127,Mussenmühle
127,Muttering
127,Nachmühl
127,Narnberg
127,Neu-Gröben
127,Neubauer
127,Neubichl
127,Neudeck
127,Neudorf
127,Neugaden
127,Neugütl
127,Neuhaus
127,Neuhausen
127,Neuhäusl
127,Neukrämer
127,Neuling
127,Neunteufeln
127,Neuputzham
127,Neuschalchen
127,Neuschmied
127,Neustadl
127,Neuwies
127,Neuwimm
127,Niederachen
127,Niederau
127,Niederbrunn
127,Niederham
127,Niederhausen
127,Niederlehen
127,Niederndorf
127,Niedernfels
127,Niederstein
127,Niederstockham
127,Niedervachenau
127,Niederwinkeln
127,Niedling
127,Niesgau
127,Nilling
127,Nirnharting
127,Nock
127,Nonnreit
127,Nöstlbach
127,Nothbicheln
127,Nunbichl
127,Nunhausen
127,Nußbaum
127,Nußdorf
127,Nutz
127,Oberaschau
127,Oberau
127,Oberbichl
127,Oberbrunn
127,Oberbrunnham
127,Oberdoblmühle
127,Obereben
127,Obereck
127,Obereggerhausen
127,Oberfeldkirchen
127,Obergalling
127,Obergeisenfelden
127,Obergschwendt
127,Oberhafing
127,Oberhaid
127,Oberhalling
127,Oberharrer
127,Oberhaus
127,Oberhausen
127,Oberheutau
127,Oberhilgen
127,Oberhochstätt
127,Oberhöhenwald
127,Oberlehen
127,Oberleiten
127,Obermoosen
127,Obernhof
127,Oberöd
127,Oberpirach
127,Oberried
127,Oberroidham
127,Oberschilding
127,Obersöln
127,Obersommering
127,Oberstefling
127,Obertaching
127,Oberunterberg
127,Obervockling
127,Oberwalchen
127,Oberwald
127,Oberweißenkirchen
127,Oberwendling
127,Oberwimm
127,Oberwössen
127,Obing
127,Öd
127,Öd i.d.Pechschneid
127,Öd im Forst
127,Oderberg
127,Oed
127,Oeden
127,Oedmühl
127,Offenham
127,Offling
127,Ohni
127,Öllerberg
127,Ollerding
127,Ort
127,Orthofen
127,Osenstätten
127,Osterbuchberg
127,Osterham
127,Ottenthal
127,Otting
127,Otzen
127,Pächmann
127,Palling
127,Panholz
127,Panolsreut
127,Parschall
127,Partenhausen
127,Parting
127,Parzing
127,Pasee
127,Pattenau
127,Pattenberg
127,Pattenham
127,Pauleck
127,Paulfischer
127,Paulöd
127,Pavolding
127,Penesöd
127,Perading
127,Perating
127,Pertenham
127,Pertenstein
127,Peterskirchen
127,Peterwinkeln
127,Pettendorf
127,Petting
127,Pfaffenberg
127,Pfaffenham
127,Pfaffing
127,Pfarrhof
127,Pfeisenham
127,Pichler
127,Pieling
127,Pierling
127,Piesenberg
127,Piesenhausen
127,Pietling
127,Pinzgau
127,Pirach
127,Pittenhart
127,Pittersdorf
127,Pitzlloch
127,Planthal
127,Plattenberg
127,Plenken
127,Plereit
127,Pletschach
127,Plosau
127,Plossau
127,Poing
127,Point
127,Pölln
127,Pöllner
127,Polsing
127,Pommern
127,Ponlach
127,Ponthal
127,Poschen
127,Poschmühle
127,Pößmoos
127,Prast
127,Preising
127,Pröllner
127,Prüll
127,Pulharting
127,Pullach
127,Purkering
127,Pürn
127,Putzham
127,Quellgrund
127,Quirn
127,Rabenden
127,Rabeneck
127,Rachertsfelden
127,Raiten
127,Ramberg
127,Ramer
127,Ramgraben
127,Rampertskirchen
127,Ramsdorf
127,Ramsen
127,Ramsler
127,Randling
127,Ranham
127,Ranharting
127,Rauchenbichl
127,Rausch
127,Rautenham
127,Redl
127,Reichersdorf
127,Reicherting
127,Reichgrub
127,Reichhausen
127,Reichsberg
127,Reichwimm
127,Reifing
127,Reisermann
127,Reit
127,Reit im Winkl
127,Reiten
127,Reiterberg
127,Reith
127,Reitmeier
127,Reitmeister
127,Rendlmühle
127,Renegarn
127,Reschberg
127,Rettenbach
127,Reut
127,Reut b.Eschelbach
127,Reuten
127,Rexau
127,Ribing
127,Ried
127,Riederting
127,Riefer
127,Riendlhäusl
127,Ringham
127,Rinkertsham
127,Rohrigham
127,Röhrmoos
127,Roibach
127,Roitham
127,Roitwalchen
127,Ropferding
127,Rosenberg
127,Rosenthal
127,Roßbirn
127,Roßruck
127,Roth
127,Rothanschöring
127,Rothbuch
127,Rothkampeln
127,Rottau
127,Rudhart
127,Ruhpoint
127,Ruhpolding
127,Ruhsdorf
127,Rumering
127,Rumersham
127,Rumgraben
127,Rupertsdorf
127,Rupertsham
127,Ruppling
127,Rusch
127,Rutzöd
127,Saag
127,Sachsenham
127,Salling
127,Salming
127,Sandgrub
127,Sankt Georgen
127,Sankt Johann
127,Sankt Valentin
127,Sankt Wolfgang
127,Sauberg
127,Schabing
127,Schabinghof
127,Schabingsföhr
127,Schachen
127,Schalchen
127,Schalkham
127,Scharam
127,Scharling
127,Scharmeß
127,Scharten
127,Schauersbreiten
127,Schedling
127,Scheiblegg
127,Scheitzen
127,Scheitzenberg
127,Scheitzened
127,Schellenberg
127,Schelleneck
127,Schergenhub
127,Schermühle
127,Scheuerl
127,Schifferleiten
127,Schilling
127,Schillmaier
127,Schimpflingsöd
127,Schinagl
127,Schineck
127,Schipfl
127,Schlaffen
127,Schlaipfering
127,Schleching
127,Schlecht
127,Schlegl
127,Schlichten
127,Schlichtersberg
127,Schlipfing
127,Schloßberg
127,Schmelz
127,Schmerbach
127,Schmidberg
127,Schmidham
127,Schmidhub
127,Schmidseidl
127,Schmidwald
127,Schmieding
127,Schnaitsee
127,Schnappenwinkl
127,Schnatzlreut
127,Schneckenberg
127,Schneereut
127,Schneewinkl
127,Schneidergröben
127,Schnitzer
127,Schnöbling
127,Schöberl
127,Schönau
127,Schönberg
127,Schöneck
127,Schönharting
127,Schönhofen
127,Schönlinden
127,Schönram
127,Schönreit
127,Schönthal
127,Schopf
127,Schörging
127,Schrankbaum
127,Schreckenbach
127,Schröckenbauer
127,Schuhegg
127,Schürzbichl
127,Schuster a.See
127,Schützing
127,Schwaig
127,Schwank
127,Schwarzau
127,Schwarzberg
127,Schwarzed
127,Schwarzerberg
127,Schweighausen
127,Schweinbach
127,Schweinberg
127,Schweinsteig
127,Schwober
127,Schwoshub
127,See
127,Seebach
127,Seeberg
127,Seebruck
127,Seegatterl
127,Seehaus
127,Seehof
127,Seeleiten
127,Seeon
127,Seeon-Seebruck
127,Seeschneider
127,Seethal
127,Seiboldhof
127,Seiboldsdorf
127,Seilerberg
127,Selberting
127,Seppenberg
127,Siboling
127,Sicharting
127,Sieberöd
127,Siedenberg
127,Siegelberg
127,Sieghart
127,Siegharting
127,Siegler
127,Sieglreit
127,Siegsdorf
127,Simering
127,Simmerreit
127,Sinzing
127,Sinzinger
127,Sonderhausen
127,Sondermoning
127,Sondershausen
127,Sonnau
127,Sossau
127,Spannbruck
127,Sparz
127,Spatzreit
127,Spiegelsberg
127,Spielwang
127,Spirka
127,Spitzentränk
127,Spöck
127,Spreit
127,Sprinzenberg
127,St.Leonhard a.Wonneberg
127,Stackendorf
127,Stadeln
127,Stadl
127,Stadler
127,Staffen
127,Staller
127,Stalling
127,Stangern
127,Starfling
127,Starz
127,Staudach
127,Staudach-Egerndach
127,Stecken
127,Stegen
127,Stegenhäuser
127,Stein
127,Stein a.d.Traun
127,Steinach
127,Steinau
127,Steinberg
127,Steinbergalm
127,Steinbruck
127,Steineck
127,Steinersöd
127,Steingrub
127,Steinleich
127,Steinmaßl
127,Steinrab
127,Steppach
127,Sterfling
127,Sterr
127,Stetten
127,Stetten a.Holz
127,Stief
127,Stießberg
127,Stock
127,Stocka
127,Stockach
127,Stockham
127,Stocking
127,Stockreit
127,Stöffling
127,Stolzenberg
127,Stölzlberg
127,Storfling
127,Stötten
127,Stöttham
127,Stöttling b.Engertsham
127,Stöttling b.Pirach
127,Stöttwies
127,Straß
127,Straßberg
127,Straßham
127,Sträubl
127,Strehtrumpf
127,Streichen
127,Streicher
127,Streulach
127,Streunthal
127,Strohhof
127,Stubern
127,Stücklmühle
127,Stücklschneid
127,Stumpfering
127,Sulzbach
127,Sulzen
127,Surberg
127,Surbergbichl
127,Surbrunn
127,Surtal
127,Süssen
127,Tabing
127,Tacherting
127,Taching a. See
127,Taching a.See
127,Tandlmaier
127,Tauernstein
127,Taxenberg
127,Teichting
127,Teisenberg
127,Tengling
127,Tettelham
127,Tettenberg
127,Tettenhausen
127,Tettenmoos
127,Thal
127,Thalham
127,Thalmann
127,Thalmühle
127,Thalpoint
127,Thann
127,Thannreit
127,Thannsberg
127,Thauernhausen
127,Thorstadl
127,Thunstetten
127,Thurmbau
127,Thurn
127,Tinnerting
127,Tinning
127,Tittmoning
127,Töfenreut
127,Törring
127,Traßmiething
127,Traundorf
127,Traunreut
127,Traunstein
127,Traunstorf
127,Traunwalchen
127,Trenkmoos
127,Trost
127,Trostberg
127,Truchtlaching
127,Tyrlbrunn
127,Überfuhr
127,Übersee
127,Umundum
127,Unering
127,Unnütz
127,Unteraschau
127,Unterau
127,Unterberg
127,Unterbichl
127,Unterbrunnham
127,Untereben
127,Untereck
127,Untereggerhausen
127,Untergalling
127,Untergeisenfelden
127,Untergunzenberg
127,Unterhafing
127,Unterhaid
127,Unterharrer
127,Unterheutau
127,Unterhilgen
127,Unterhochstätt
127,Unterholzen
127,Untermeggenthal
127,Untermoosbach
127,Untermoosen
127,Unteröd
127,Unterpirach
127,Unterrain
127,Unterried
127,Unterroidham
127,Unterropferding
127,Unterschilding
127,Unterschönthal
127,Untersöln
127,Untersommering
127,Unterstefling
127,Untertaching
127,Untervockling
127,Unterwald
127,Unterweißenkirchen
127,Unterwendling
127,Unterwössen
127,Unverzug
127,Urbau
127,Urschlau
127,Urthal
127,Vachendorf
127,Vachenlug
127,Venusberg
127,Viehhausen
127,Vitzthum
127,Vocking
127,Vogl
127,Voglaich
127,Vogleck
127,Vogling
127,Vogllug
127,Voglöd
127,Voglsang
127,Voitswinkl
127,Volkrading
127,Vorauf
127,Vorderbichl
127,Vorderdorfen
127,Vordergesselberg
127,Vordergschwall
127,Vordermiesenbach
127,Vorderwelln
127,Wabach
127,Wagenau
127,Waging a. See
127,Waging a.See
127,Wagrain
127,Waich
127,Wajon
127,Walchen
127,Walchenberg
127,Wald
127,Waldering
127,Waldhaiming
127,Waldhausen
127,Waldhäusl
127,Waldhub
127,Walding
127,Wallmoning
127,Wallner
